region	sex	age	country of origin	2015Q1	2015Q2	2015Q3	2015Q4	2016Q1	2016Q2	2016Q3	2016Q4
Copenhagen	Men	0-4 years	Total	19591	19598	19602	19530	19500	19589	19726	19840
Copenhagen	Men	0-4 years	Denmark	16129	16096	16081	16016	15989	16048	16152	16253
Copenhagen	Men	0-4 years	Albania	6	5	6	6	5	5	5	5
Copenhagen	Men	0-4 years	Andorra	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Belgium	7	6	8	6	5	7	7	10
Copenhagen	Men	0-4 years	Bosnia and Herzegovina	41	41	40	42	44	44	45	43
Copenhagen	Men	0-4 years	Bulgaria	29	30	31	32	35	40	42	41
Copenhagen	Men	0-4 years	Cyprus	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Estonia	8	8	8	6	6	5	6	5
Copenhagen	Men	0-4 years	Finland	21	21	22	22	26	23	23	20
Copenhagen	Men	0-4 years	France	44	46	46	45	41	42	42	39
Copenhagen	Men	0-4 years	Greece	5	7	6	7	9	9	9	12
Copenhagen	Men	0-4 years	Belarus	0	0	0	1	2	2	2	2
Copenhagen	Men	0-4 years	Ireland	6	5	7	6	4	5	5	6
Copenhagen	Men	0-4 years	Iceland	74	69	67	63	68	67	68	70
Copenhagen	Men	0-4 years	Italy	29	28	32	37	33	38	41	44
Copenhagen	Men	0-4 years	Yugoslavia	45	42	40	36	34	38	38	39
Copenhagen	Men	0-4 years	Yugoslavia, Federal Republic	5	5	5	6	5	3	3	4
Copenhagen	Men	0-4 years	Kosovo	6	6	6	7	6	6	5	5
Copenhagen	Men	0-4 years	Croatia	5	6	6	6	6	8	8	8
Copenhagen	Men	0-4 years	Latvia	20	17	13	14	17	17	18	19
Copenhagen	Men	0-4 years	Liechtenstein	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Lithuania	34	32	33	32	32	33	31	33
Copenhagen	Men	0-4 years	Luxembourg	2	2	2	2	2	2	2	2
Copenhagen	Men	0-4 years	Republic of North Macedonia	75	76	77	78	76	83	85	81
Copenhagen	Men	0-4 years	Malta	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Moldova	3	3	3	3	2	2	2	3
Copenhagen	Men	0-4 years	Monaco	0	0	0	0	0	0	0	1
Copenhagen	Men	0-4 years	Montenegro	3	4	4	4	4	3	3	4
Copenhagen	Men	0-4 years	Netherlands	27	29	30	31	33	29	31	26
Copenhagen	Men	0-4 years	Northern Ireland	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Norway	47	48	50	48	46	49	51	52
Copenhagen	Men	0-4 years	Poland	132	135	140	142	153	148	147	144
Copenhagen	Men	0-4 years	Portugal	17	17	19	20	23	23	24	23
Copenhagen	Men	0-4 years	Romania	40	41	47	53	53	55	61	70
Copenhagen	Men	0-4 years	Russia	35	36	36	41	43	41	40	42
Copenhagen	Men	0-4 years	San Marino	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Switzerland	5	5	3	3	3	3	4	5
Copenhagen	Men	0-4 years	Serbia	8	10	10	10	9	10	10	12
Copenhagen	Men	0-4 years	Serbia and Montenegro	3	3	3	2	3	7	7	7
Copenhagen	Men	0-4 years	Slovakia	5	5	6	6	6	6	6	5
Copenhagen	Men	0-4 years	Slovenia	2	2	2	2	2	1	3	2
Copenhagen	Men	0-4 years	Soviet Union	5	5	6	6	6	6	4	5
Copenhagen	Men	0-4 years	Spain	30	28	35	32	30	36	35	38
Copenhagen	Men	0-4 years	United Kingdom	67	70	71	71	74	68	67	70
Copenhagen	Men	0-4 years	Sweden	72	76	74	75	69	77	72	78
Copenhagen	Men	0-4 years	Czech Republic	6	5	6	7	7	8	7	8
Copenhagen	Men	0-4 years	Czechoslovakia	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Turkey	159	158	149	147	146	135	135	133
Copenhagen	Men	0-4 years	GDR	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Germany	70	73	67	79	79	83	83	87
Copenhagen	Men	0-4 years	Ukraine	25	26	24	24	26	30	30	30
Copenhagen	Men	0-4 years	Hungary	22	17	17	16	18	17	17	16
Copenhagen	Men	0-4 years	Vatican City State	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Austria	7	7	8	8	6	6	6	4
Copenhagen	Men	0-4 years	Europe not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Algeria	14	15	16	16	16	16	14	14
Copenhagen	Men	0-4 years	Angola	0	0	0	2	2	3	3	3
Copenhagen	Men	0-4 years	Benin	0	0	1	1	1	1	1	1
Copenhagen	Men	0-4 years	Botswana	1	1	2	2	2	2	2	2
Copenhagen	Men	0-4 years	Burkina Faso	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Burundi	9	10	11	10	6	5	7	7
Copenhagen	Men	0-4 years	Cameroon	12	12	12	12	12	10	9	10
Copenhagen	Men	0-4 years	Central African Republic	1	1	1	1	1	1	0	0
Copenhagen	Men	0-4 years	Comoros	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Congo, Democratic Republic	4	4	4	5	4	4	4	4
Copenhagen	Men	0-4 years	Congo, Republic	4	4	3	3	3	3	3	4
Copenhagen	Men	0-4 years	Djibouti	4	4	4	4	5	5	4	4
Copenhagen	Men	0-4 years	Egypt	16	14	15	14	13	14	14	12
Copenhagen	Men	0-4 years	Ivory Coast	9	9	8	7	7	8	8	7
Copenhagen	Men	0-4 years	Eritrea	6	6	7	7	7	7	7	7
Copenhagen	Men	0-4 years	Ethiopia	18	21	23	24	23	23	24	23
Copenhagen	Men	0-4 years	Gabon	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Gambia, The	12	13	12	14	14	15	14	12
Copenhagen	Men	0-4 years	Ghana	21	23	27	26	25	26	24	26
Copenhagen	Men	0-4 years	Guinea	3	3	3	4	4	6	4	4
Copenhagen	Men	0-4 years	Guinea-Bissau	2	1	1	1	1	0	0	0
Copenhagen	Men	0-4 years	Cape Verde	4	3	3	3	3	3	3	2
Copenhagen	Men	0-4 years	Kenya	8	7	6	5	5	5	6	6
Copenhagen	Men	0-4 years	Lesotho	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Liberia	1	1	1	1	1	1	1	1
Copenhagen	Men	0-4 years	Libya	4	5	6	5	4	4	4	7
Copenhagen	Men	0-4 years	Madagascar	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Malawi	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Mali	1	1	1	1	0	0	1	1
Copenhagen	Men	0-4 years	Morocco	136	132	130	128	127	125	129	124
Copenhagen	Men	0-4 years	Mauritania	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Mauritius	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Mozambique	3	3	3	2	2	2	3	3
Copenhagen	Men	0-4 years	Namibia	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Niger	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Nigeria	20	22	26	23	25	24	25	24
Copenhagen	Men	0-4 years	Reunion	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Rwanda	3	3	2	2	2	2	2	3
Copenhagen	Men	0-4 years	Sao Tome and Principe	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Senegal	6	7	7	7	6	6	6	6
Copenhagen	Men	0-4 years	Seychelles	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Sierra Leone	10	9	8	8	9	9	8	9
Copenhagen	Men	0-4 years	Somalia	266	261	257	247	244	246	232	223
Copenhagen	Men	0-4 years	Spanish territories in Africa	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Saint Helena	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Sudan	11	13	14	14	13	13	11	10
Copenhagen	Men	0-4 years	Eswantini	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	South Africa	6	7	6	5	5	5	5	4
Copenhagen	Men	0-4 years	South Sudan	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Southwest Africa	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Tanzania	9	8	6	4	4	4	5	5
Copenhagen	Men	0-4 years	Chad	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Togo	1	1	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Tunisia	9	10	11	11	10	9	9	8
Copenhagen	Men	0-4 years	Uganda	14	13	13	14	15	14	14	14
Copenhagen	Men	0-4 years	Zambia	0	0	1	1	1	1	1	1
Copenhagen	Men	0-4 years	Zimbabwe	3	2	3	2	2	3	3	2
Copenhagen	Men	0-4 years	Equatorial Guinea	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Africa not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Canada	8	9	9	10	11	9	10	9
Copenhagen	Men	0-4 years	USA	39	46	45	45	49	44	48	51
Copenhagen	Men	0-4 years	North America not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Antigua and Barbuda	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Argentina	7	7	7	9	8	10	12	9
Copenhagen	Men	0-4 years	Aruba	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Bahamas	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Barbados	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Belize	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Bermuda	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Bolivia	1	1	1	1	0	0	0	0
Copenhagen	Men	0-4 years	Brazil	18	20	20	19	18	18	20	19
Copenhagen	Men	0-4 years	British West Indies	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Chile	0	1	2	2	3	3	4	5
Copenhagen	Men	0-4 years	Colombia	2	3	4	5	5	5	4	3
Copenhagen	Men	0-4 years	Costa Rica	0	0	0	0	0	0	0	2
Copenhagen	Men	0-4 years	Cuba	1	1	1	1	1	1	2	2
Copenhagen	Men	0-4 years	Curacao	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Dominica	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Dominican Republic	1	1	1	1	1	1	2	2
Copenhagen	Men	0-4 years	Ecuador	3	3	3	3	3	3	2	4
Copenhagen	Men	0-4 years	El Salvador	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Falkland Islands	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	French Guiana	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	French West Indies	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Grenada	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Guadeloupe	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Guatemala	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Guyana	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Haiti	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Netherlands Antilles	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Honduras	1	1	1	1	1	1	1	1
Copenhagen	Men	0-4 years	Jamaica	0	0	0	0	0	0	0	1
Copenhagen	Men	0-4 years	Martinique	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Mexico	3	2	3	2	2	3	2	1
Copenhagen	Men	0-4 years	Nauru	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Nicaragua	2	3	3	3	3	3	2	2
Copenhagen	Men	0-4 years	Panama	0	0	0	1	1	1	1	1
Copenhagen	Men	0-4 years	Paraguay	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Peru	7	7	6	4	4	5	5	7
Copenhagen	Men	0-4 years	Puerto Rico	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Saint Kitts and Nevis	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Saint Lucia	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Saint Vincent and the Grenadines	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Suriname	0	0	0	0	1	1	0	0
Copenhagen	Men	0-4 years	Trinidad and Tobago	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Uruguay	1	2	2	2	2	2	2	3
Copenhagen	Men	0-4 years	Venezuela	4	3	3	3	4	4	4	4
Copenhagen	Men	0-4 years	West Indies	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	South and central America not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Abu Dhabi	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Afghanistan	42	43	41	42	42	44	47	49
Copenhagen	Men	0-4 years	Armenia	0	2	2	1	1	1	1	2
Copenhagen	Men	0-4 years	Azerbaijan	3	3	4	4	4	4	5	5
Copenhagen	Men	0-4 years	Bahrain	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Bangladesh	55	59	66	63	63	64	66	69
Copenhagen	Men	0-4 years	Bhutan	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Brunei	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Cambodia	1	1	1	1	1	1	1	1
Copenhagen	Men	0-4 years	Dubai	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Philippines	26	31	35	36	39	41	38	37
Copenhagen	Men	0-4 years	United Arab Emirates	3	3	3	3	1	3	3	3
Copenhagen	Men	0-4 years	Georgia	2	3	3	2	2	1	1	1
Copenhagen	Men	0-4 years	Hong Kong	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	India	110	106	119	129	118	121	134	143
Copenhagen	Men	0-4 years	Indochina	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Indonesia	4	5	6	4	3	3	3	3
Copenhagen	Men	0-4 years	Iraq	219	215	206	208	210	207	203	208
Copenhagen	Men	0-4 years	Iran	57	65	64	64	63	63	70	70
Copenhagen	Men	0-4 years	Israel	5	6	6	7	9	9	12	14
Copenhagen	Men	0-4 years	Japan	7	8	8	9	8	11	11	12
Copenhagen	Men	0-4 years	Jordan	34	34	31	27	27	28	29	29
Copenhagen	Men	0-4 years	Kazakhstan	4	4	3	4	4	4	4	4
Copenhagen	Men	0-4 years	China	114	109	113	114	124	122	124	118
Copenhagen	Men	0-4 years	Kyrgyzstan	0	0	0	1	1	1	1	1
Copenhagen	Men	0-4 years	Kuwait	14	16	14	12	12	13	14	13
Copenhagen	Men	0-4 years	Laos	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Lebanon	128	128	121	118	113	109	105	102
Copenhagen	Men	0-4 years	Macao	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Malaysia	6	6	5	7	7	7	7	7
Copenhagen	Men	0-4 years	Maldives	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Middle East not stated	2	2	2	2	2	2	2	2
Copenhagen	Men	0-4 years	Mongolia	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Myanmar	2	2	2	2	2	2	2	2
Copenhagen	Men	0-4 years	Nepal	102	110	110	103	105	111	111	109
Copenhagen	Men	0-4 years	North Korea	1	0	1	0	1	3	3	4
Copenhagen	Men	0-4 years	Oman	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Pakistan	351	361	363	354	349	346	350	345
Copenhagen	Men	0-4 years	West bank and Gaza	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Qatar	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Saudi Arabia	5	4	4	3	4	5	6	6
Copenhagen	Men	0-4 years	Sikkim	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Singapore	2	2	2	2	1	0	0	1
Copenhagen	Men	0-4 years	Sri Lanka	8	5	8	7	6	5	5	7
Copenhagen	Men	0-4 years	South Korea	32	34	33	35	33	34	33	33
Copenhagen	Men	0-4 years	Syria	46	46	41	42	39	36	41	41
Copenhagen	Men	0-4 years	Tajikistan	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Taiwan	1	1	1	1	1	1	0	1
Copenhagen	Men	0-4 years	Thailand	31	33	32	33	34	33	32	33
Copenhagen	Men	0-4 years	Trucial Oman	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Turkmenistan	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Uzbekistan	3	3	4	4	4	4	3	1
Copenhagen	Men	0-4 years	Vietnam	28	26	25	23	24	25	27	23
Copenhagen	Men	0-4 years	North Yemen	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Yemen	1	1	1	1	1	1	1	0
Copenhagen	Men	0-4 years	Asia not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Australia	4	4	5	7	7	8	10	9
Copenhagen	Men	0-4 years	Cook Islands	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Fiji	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	French territories in the Pacific	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Kiribati	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Marshall Islands	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	New Zealand	3	3	2	2	2	2	2	2
Copenhagen	Men	0-4 years	Papua New Guinea	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Solomon Islands	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Samoa	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Tonga	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Tuvalu	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Vanuatu	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	East Timor	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Pacific Islands	0	0	1	1	1	1	1	1
Copenhagen	Men	0-4 years	Stateless	3	3	2	3	4	5	4	3
Copenhagen	Men	0-4 years	Not stated	2	1	1	1	1	1	1	1
Copenhagen	Men	5-9 years	Total	14471	14592	14677	14887	15056	15163	15193	15240
Copenhagen	Men	5-9 years	Denmark	11371	11520	11610	11755	11908	12022	12039	12039
Copenhagen	Men	5-9 years	Albania	2	0	0	1	2	2	2	1
Copenhagen	Men	5-9 years	Andorra	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Belgium	3	3	3	3	4	4	5	6
Copenhagen	Men	5-9 years	Bosnia and Herzegovina	33	34	34	36	38	38	37	38
Copenhagen	Men	5-9 years	Bulgaria	27	22	21	20	20	20	16	19
Copenhagen	Men	5-9 years	Cyprus	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Estonia	7	7	7	8	8	8	8	9
Copenhagen	Men	5-9 years	Finland	9	9	10	12	12	15	16	14
Copenhagen	Men	5-9 years	France	20	21	23	27	27	27	29	31
Copenhagen	Men	5-9 years	Greece	5	4	4	4	4	4	3	5
Copenhagen	Men	5-9 years	Belarus	2	2	2	3	2	2	1	1
Copenhagen	Men	5-9 years	Ireland	2	2	2	2	4	3	3	5
Copenhagen	Men	5-9 years	Iceland	41	41	44	42	41	38	40	41
Copenhagen	Men	5-9 years	Italy	17	19	17	18	22	22	22	24
Copenhagen	Men	5-9 years	Yugoslavia	59	54	50	51	50	46	42	41
Copenhagen	Men	5-9 years	Yugoslavia, Federal Republic	4	4	4	4	4	6	6	6
Copenhagen	Men	5-9 years	Kosovo	0	1	1	1	2	2	2	2
Copenhagen	Men	5-9 years	Croatia	4	5	5	4	4	3	2	2
Copenhagen	Men	5-9 years	Latvia	18	20	21	21	21	21	22	22
Copenhagen	Men	5-9 years	Liechtenstein	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Lithuania	27	32	31	33	28	31	31	33
Copenhagen	Men	5-9 years	Luxembourg	0	0	1	1	1	1	1	1
Copenhagen	Men	5-9 years	Republic of North Macedonia	95	94	97	96	94	89	91	91
Copenhagen	Men	5-9 years	Malta	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Moldova	0	0	0	1	2	2	2	3
Copenhagen	Men	5-9 years	Monaco	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Montenegro	2	1	1	1	1	1	1	1
Copenhagen	Men	5-9 years	Netherlands	7	7	8	11	13	14	15	13
Copenhagen	Men	5-9 years	Northern Ireland	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Norway	22	26	25	23	24	26	28	27
Copenhagen	Men	5-9 years	Poland	74	75	73	79	83	84	84	89
Copenhagen	Men	5-9 years	Portugal	8	8	8	8	8	10	11	12
Copenhagen	Men	5-9 years	Romania	19	22	17	19	22	21	21	22
Copenhagen	Men	5-9 years	Russia	30	27	25	25	26	27	27	28
Copenhagen	Men	5-9 years	San Marino	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Switzerland	5	5	5	6	6	5	4	3
Copenhagen	Men	5-9 years	Serbia	4	3	3	2	3	4	5	5
Copenhagen	Men	5-9 years	Serbia and Montenegro	3	3	3	4	4	3	3	3
Copenhagen	Men	5-9 years	Slovakia	3	3	3	3	3	4	4	5
Copenhagen	Men	5-9 years	Slovenia	1	1	1	1	1	2	2	2
Copenhagen	Men	5-9 years	Soviet Union	1	1	2	2	2	2	4	4
Copenhagen	Men	5-9 years	Spain	17	17	17	17	19	17	18	18
Copenhagen	Men	5-9 years	United Kingdom	30	36	34	37	36	43	42	44
Copenhagen	Men	5-9 years	Sweden	41	41	46	45	44	40	37	39
Copenhagen	Men	5-9 years	Czech Republic	1	2	2	2	2	2	2	4
Copenhagen	Men	5-9 years	Czechoslovakia	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Turkey	222	221	219	217	216	223	220	217
Copenhagen	Men	5-9 years	GDR	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Germany	45	45	47	47	46	45	47	45
Copenhagen	Men	5-9 years	Ukraine	17	18	22	23	24	24	24	26
Copenhagen	Men	5-9 years	Hungary	10	9	9	9	9	9	9	9
Copenhagen	Men	5-9 years	Vatican City State	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Austria	2	2	2	3	3	3	3	7
Copenhagen	Men	5-9 years	Europe not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Algeria	19	17	16	17	17	18	18	17
Copenhagen	Men	5-9 years	Angola	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Benin	0	0	1	1	1	0	0	0
Copenhagen	Men	5-9 years	Botswana	1	1	1	1	1	0	0	0
Copenhagen	Men	5-9 years	Burkina Faso	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Burundi	3	3	3	2	4	5	4	4
Copenhagen	Men	5-9 years	Cameroon	4	3	2	2	2	4	5	5
Copenhagen	Men	5-9 years	Central African Republic	1	1	0	0	0	0	1	1
Copenhagen	Men	5-9 years	Comoros	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Congo, Democratic Republic	3	3	3	3	4	4	3	3
Copenhagen	Men	5-9 years	Congo, Republic	1	1	2	2	2	2	2	2
Copenhagen	Men	5-9 years	Djibouti	0	0	0	0	0	0	1	1
Copenhagen	Men	5-9 years	Egypt	22	24	23	27	28	26	23	25
Copenhagen	Men	5-9 years	Ivory Coast	9	9	10	11	11	12	12	12
Copenhagen	Men	5-9 years	Eritrea	8	8	8	9	9	10	10	9
Copenhagen	Men	5-9 years	Ethiopia	12	12	12	10	12	11	10	11
Copenhagen	Men	5-9 years	Gabon	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Gambia, The	13	13	12	12	11	10	10	12
Copenhagen	Men	5-9 years	Ghana	26	24	25	24	23	22	22	21
Copenhagen	Men	5-9 years	Guinea	5	4	4	4	4	4	4	4
Copenhagen	Men	5-9 years	Guinea-Bissau	0	0	0	0	0	1	1	1
Copenhagen	Men	5-9 years	Cape Verde	0	1	1	1	1	1	1	2
Copenhagen	Men	5-9 years	Kenya	6	5	6	6	6	4	4	3
Copenhagen	Men	5-9 years	Lesotho	1	1	1	1	1	1	1	1
Copenhagen	Men	5-9 years	Liberia	1	1	1	1	1	1	1	1
Copenhagen	Men	5-9 years	Libya	7	6	6	6	7	8	8	8
Copenhagen	Men	5-9 years	Madagascar	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Malawi	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Mali	1	1	0	0	1	1	1	1
Copenhagen	Men	5-9 years	Morocco	199	194	188	187	186	185	180	174
Copenhagen	Men	5-9 years	Mauritania	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Mauritius	0	0	1	0	0	0	0	0
Copenhagen	Men	5-9 years	Mozambique	1	1	1	2	2	2	2	2
Copenhagen	Men	5-9 years	Namibia	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Niger	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Nigeria	25	24	24	25	22	23	24	22
Copenhagen	Men	5-9 years	Reunion	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Rwanda	1	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Sao Tome and Principe	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Senegal	3	3	3	3	2	2	2	2
Copenhagen	Men	5-9 years	Seychelles	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Sierra Leone	5	5	5	3	2	3	4	4
Copenhagen	Men	5-9 years	Somalia	333	327	319	321	315	309	304	310
Copenhagen	Men	5-9 years	Spanish territories in Africa	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Saint Helena	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Sudan	6	6	6	7	7	7	9	10
Copenhagen	Men	5-9 years	Eswantini	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	South Africa	4	4	3	3	3	3	2	3
Copenhagen	Men	5-9 years	South Sudan	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Southwest Africa	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Tanzania	5	5	6	8	8	7	7	7
Copenhagen	Men	5-9 years	Chad	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Togo	6	4	5	5	5	3	2	2
Copenhagen	Men	5-9 years	Tunisia	18	17	14	13	12	12	13	14
Copenhagen	Men	5-9 years	Uganda	10	11	12	12	11	11	9	9
Copenhagen	Men	5-9 years	Zambia	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Zimbabwe	1	2	2	2	2	2	2	2
Copenhagen	Men	5-9 years	Equatorial Guinea	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Africa not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Canada	7	7	7	9	7	6	8	11
Copenhagen	Men	5-9 years	USA	27	25	23	31	29	26	25	26
Copenhagen	Men	5-9 years	North America not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Antigua and Barbuda	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Argentina	4	5	5	6	5	5	5	4
Copenhagen	Men	5-9 years	Aruba	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Bahamas	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Barbados	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Belize	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Bermuda	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Bolivia	1	1	1	1	1	0	1	1
Copenhagen	Men	5-9 years	Brazil	5	4	3	3	5	6	7	8
