region	sex	age	country of origin	2009Q1	2009Q2	2009Q3	2009Q4	2010Q1	2010Q2	2010Q3	2010Q4
Copenhagen	Men	0-4 years	Hungary	7	7	6	8	11	10	11	12
Copenhagen	Men	0-4 years	Vatican City State	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Austria	4	2	2	4	3	2	2	3
Copenhagen	Men	0-4 years	Europe not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Algeria	23	22	20	20	21	19	18	19
Copenhagen	Men	0-4 years	Angola	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Benin	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Botswana	1	1	1	1	1	1	1	1
Copenhagen	Men	0-4 years	Burkina Faso	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Burundi	8	9	8	5	5	5	5	5
Copenhagen	Men	0-4 years	Cameroon	3	5	4	4	5	4	4	4
Copenhagen	Men	0-4 years	Central African Republic	1	1	1	1	1	1	0	0
Copenhagen	Men	0-4 years	Comoros	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Congo, Democratic Republic	3	3	3	2	2	2	2	3
Copenhagen	Men	0-4 years	Congo, Republic	1	1	0	0	0	0	1	2
Copenhagen	Men	0-4 years	Djibouti	3	3	3	3	3	3	3	3
Copenhagen	Men	0-4 years	Egypt	25	24	25	25	26	26	24	27
Copenhagen	Men	0-4 years	Ivory Coast	8	8	9	8	7	8	10	11
Copenhagen	Men	0-4 years	Eritrea	8	8	7	7	7	6	7	6
Copenhagen	Men	0-4 years	Ethiopia	9	10	8	8	8	12	9	11
Copenhagen	Men	0-4 years	Gabon	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Gambia, The	16	14	12	12	14	14	14	13
Copenhagen	Men	0-4 years	Ghana	18	16	16	19	21	19	19	19
Copenhagen	Men	0-4 years	Guinea	6	6	6	5	5	3	3	3
Copenhagen	Men	0-4 years	Guinea-Bissau	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Cape Verde	0	0	0	0	0	1	1	1
Copenhagen	Men	0-4 years	Kenya	6	5	5	6	5	4	4	4
Copenhagen	Men	0-4 years	Lesotho	1	1	1	1	1	1	1	1
Copenhagen	Men	0-4 years	Liberia	1	1	1	2	2	2	2	2
Copenhagen	Men	0-4 years	Libya	3	4	5	8	6	6	6	6
Copenhagen	Men	0-4 years	Madagascar	1	1	1	1	0	0	0	0
Copenhagen	Men	0-4 years	Malawi	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Mali	1	1	1	1	1	1	0	0
Copenhagen	Men	0-4 years	Morocco	201	199	194	195	190	189	182	184
Copenhagen	Men	0-4 years	Mauritania	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Mauritius	1	1	1	1	1	1	1	0
Copenhagen	Men	0-4 years	Mozambique	1	1	1	1	1	1	1	2
Copenhagen	Men	0-4 years	Namibia	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Niger	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Nigeria	20	23	23	26	28	33	34	28
Copenhagen	Men	0-4 years	Reunion	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Rwanda	1	1	1	1	1	0	0	0
Copenhagen	Men	0-4 years	Sao Tome and Principe	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Senegal	3	3	3	3	3	3	2	2
Copenhagen	Men	0-4 years	Seychelles	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Sierra Leone	5	6	6	5	5	6	6	4
Copenhagen	Men	0-4 years	Somalia	347	355	357	356	355	348	349	348
Copenhagen	Men	0-4 years	Spanish territories in Africa	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Saint Helena	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Sudan	11	9	9	10	10	9	8	9
Copenhagen	Men	0-4 years	Eswantini	0	0	0	0	0	0	1	1
Copenhagen	Men	0-4 years	South Africa	4	3	3	4	3	3	4	4
Copenhagen	Men	0-4 years	South Sudan	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Southwest Africa	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Tanzania	9	9	9	9	7	7	8	12
Copenhagen	Men	0-4 years	Chad	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Togo	4	4	3	3	4	3	5	5
Copenhagen	Men	0-4 years	Tunisia	21	20	20	18	17	18	17	15
Copenhagen	Men	0-4 years	Uganda	10	10	12	13	10	10	10	8
Copenhagen	Men	0-4 years	Zambia	1	2	2	2	3	3	3	3
Copenhagen	Men	0-4 years	Zimbabwe	2	2	2	1	1	2	2	2
Copenhagen	Men	0-4 years	Equatorial Guinea	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Africa not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Canada	4	3	4	3	3	4	4	5
Copenhagen	Men	0-4 years	USA	25	26	25	22	24	25	23	24
Copenhagen	Men	0-4 years	North America not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Antigua and Barbuda	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Argentina	6	6	8	7	6	5	5	5
Copenhagen	Men	0-4 years	Aruba	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Bahamas	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Barbados	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Belize	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Bermuda	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Bolivia	2	2	2	2	3	3	2	2
Copenhagen	Men	0-4 years	Brazil	4	5	5	4	4	4	5	5
Copenhagen	Men	0-4 years	British West Indies	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Chile	6	5	6	6	6	7	8	6
Copenhagen	Men	0-4 years	Colombia	0	0	1	1	1	1	1	1
Copenhagen	Men	0-4 years	Costa Rica	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Cuba	1	2	2	2	1	2	2	2
Copenhagen	Men	0-4 years	Curacao	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Dominica	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Dominican Republic	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Ecuador	2	2	2	2	2	2	2	0
Copenhagen	Men	0-4 years	El Salvador	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Falkland Islands	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	French Guiana	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	French West Indies	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Grenada	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Guadeloupe	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Guatemala	0	0	0	0	0	1	1	1
Copenhagen	Men	0-4 years	Guyana	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Haiti	0	0	0	1	1	1	1	1
Copenhagen	Men	0-4 years	Netherlands Antilles	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Honduras	1	1	1	1	1	1	1	1
Copenhagen	Men	0-4 years	Jamaica	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Martinique	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Mexico	3	3	3	2	2	2	4	4
Copenhagen	Men	0-4 years	Nauru	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Nicaragua	0	0	0	1	1	1	1	1
Copenhagen	Men	0-4 years	Panama	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Paraguay	1	1	1	1	1	1	1	1
Copenhagen	Men	0-4 years	Peru	5	5	4	4	6	8	9	10
Copenhagen	Men	0-4 years	Puerto Rico	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Saint Kitts and Nevis	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Saint Lucia	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Saint Vincent and the Grenadines	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Suriname	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Trinidad and Tobago	0	0	0	0	0	2	2	2
Copenhagen	Men	0-4 years	Uruguay	0	1	1	1	1	1	1	1
Copenhagen	Men	0-4 years	Venezuela	0	0	0	0	1	1	2	1
Copenhagen	Men	0-4 years	West Indies	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	South and central America not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Abu Dhabi	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Afghanistan	57	54	52	58	53	50	51	57
Copenhagen	Men	0-4 years	Armenia	4	4	4	4	3	3	3	3
Copenhagen	Men	0-4 years	Azerbaijan	3	3	2	1	1	1	1	1
Copenhagen	Men	0-4 years	Bahrain	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Bangladesh	21	22	22	23	28	30	32	33
Copenhagen	Men	0-4 years	Bhutan	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Brunei	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Cambodia	2	2	2	2	2	2	2	2
Copenhagen	Men	0-4 years	Dubai	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Philippines	34	36	39	41	41	41	39	38
Copenhagen	Men	0-4 years	United Arab Emirates	5	5	4	4	5	6	5	5
Copenhagen	Men	0-4 years	Georgia	2	2	2	1	1	1	1	1
Copenhagen	Men	0-4 years	Hong Kong	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	India	79	75	79	73	74	79	81	84
Copenhagen	Men	0-4 years	Indochina	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Indonesia	3	2	1	1	1	1	2	3
Copenhagen	Men	0-4 years	Iraq	329	329	325	311	304	294	288	266
Copenhagen	Men	0-4 years	Iran	75	72	72	73	67	66	64	61
Copenhagen	Men	0-4 years	Israel	5	5	5	4	6	7	7	9
Copenhagen	Men	0-4 years	Japan	6	5	6	6	7	7	8	12
Copenhagen	Men	0-4 years	Jordan	55	53	55	53	55	51	51	49
Copenhagen	Men	0-4 years	Kazakhstan	2	2	2	2	2	2	3	3
Copenhagen	Men	0-4 years	China	62	62	62	60	58	61	68	68
Copenhagen	Men	0-4 years	Kyrgyzstan	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Kuwait	20	21	23	25	22	22	22	21
Copenhagen	Men	0-4 years	Laos	0	1	1	0	0	0	0	0
Copenhagen	Men	0-4 years	Lebanon	200	180	173	176	172	171	162	165
Copenhagen	Men	0-4 years	Macao	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Malaysia	2	2	3	4	4	5	4	4
Copenhagen	Men	0-4 years	Maldives	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Middle East not stated	1	1	1	2	2	1	1	1
Copenhagen	Men	0-4 years	Mongolia	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Myanmar	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Nepal	5	5	8	9	11	13	14	20
Copenhagen	Men	0-4 years	North Korea	1	1	1	1	1	0	0	0
Copenhagen	Men	0-4 years	Oman	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Pakistan	258	262	265	268	266	272	275	285
Copenhagen	Men	0-4 years	West bank and Gaza	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Qatar	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Saudi Arabia	1	2	2	2	4	5	5	5
Copenhagen	Men	0-4 years	Sikkim	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Singapore	8	7	8	9	9	9	9	10
Copenhagen	Men	0-4 years	Sri Lanka	8	9	7	7	8	9	10	10
Copenhagen	Men	0-4 years	South Korea	14	14	14	14	15	17	20	21
Copenhagen	Men	0-4 years	Syria	52	51	51	49	48	46	46	46
Copenhagen	Men	0-4 years	Tajikistan	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Taiwan	1	1	1	1	1	1	2	2
Copenhagen	Men	0-4 years	Thailand	31	32	33	33	37	35	34	35
Copenhagen	Men	0-4 years	Trucial Oman	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Turkmenistan	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Uzbekistan	1	2	2	2	1	1	1	2
Copenhagen	Men	0-4 years	Vietnam	28	27	27	22	23	21	25	25
Copenhagen	Men	0-4 years	North Yemen	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Yemen	5	5	5	3	3	3	2	2
Copenhagen	Men	0-4 years	Asia not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Australia	8	9	11	9	7	9	5	5
Copenhagen	Men	0-4 years	Cook Islands	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Fiji	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	French territories in the Pacific	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Kiribati	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Marshall Islands	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	New Zealand	2	2	2	2	4	4	4	3
Copenhagen	Men	0-4 years	Papua New Guinea	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Solomon Islands	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Samoa	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Tonga	1	1	1	1	0	0	0	0
Copenhagen	Men	0-4 years	Tuvalu	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Vanuatu	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	East Timor	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Pacific Islands	0	0	0	0	0	0	0	0
Copenhagen	Men	0-4 years	Stateless	4	4	6	7	8	8	7	9
Copenhagen	Men	0-4 years	Not stated	2	2	1	2	3	3	3	3
Copenhagen	Men	5-9 years	Total	12095	12111	12185	12218	12247	12315	12380	12424
Copenhagen	Men	5-9 years	Denmark	8686	8727	8808	8858	8913	9014	9100	9145
Copenhagen	Men	5-9 years	Albania	2	2	2	2	2	2	2	3
Copenhagen	Men	5-9 years	Andorra	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Belgium	3	3	3	3	2	2	2	2
Copenhagen	Men	5-9 years	Bosnia and Herzegovina	46	44	42	40	38	37	37	34
Copenhagen	Men	5-9 years	Bulgaria	8	8	8	10	8	10	9	9
Copenhagen	Men	5-9 years	Cyprus	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Estonia	4	4	4	4	5	5	5	5
Copenhagen	Men	5-9 years	Finland	9	9	10	11	8	11	13	12
Copenhagen	Men	5-9 years	France	29	30	31	32	31	32	27	23
Copenhagen	Men	5-9 years	Greece	1	1	1	1	1	1	1	1
Copenhagen	Men	5-9 years	Belarus	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Ireland	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Iceland	36	35	35	41	41	42	42	43
Copenhagen	Men	5-9 years	Italy	6	5	4	3	3	3	3	3
Copenhagen	Men	5-9 years	Yugoslavia	121	112	109	105	98	102	101	101
Copenhagen	Men	5-9 years	Yugoslavia, Federal Republic	9	8	7	7	8	7	7	6
Copenhagen	Men	5-9 years	Kosovo	1	5	5	4	4	5	4	4
Copenhagen	Men	5-9 years	Croatia	11	11	11	11	11	12	11	12
Copenhagen	Men	5-9 years	Latvia	6	6	6	7	8	8	8	8
Copenhagen	Men	5-9 years	Liechtenstein	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Lithuania	10	10	10	9	9	10	9	9
Copenhagen	Men	5-9 years	Luxembourg	0	0	0	0	1	1	1	1
Copenhagen	Men	5-9 years	Republic of North Macedonia	115	116	106	103	97	96	93	92
Copenhagen	Men	5-9 years	Malta	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Moldova	1	1	1	1	1	1	1	1
Copenhagen	Men	5-9 years	Monaco	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Montenegro	1	1	1	1	1	1	1	0
Copenhagen	Men	5-9 years	Netherlands	9	10	12	11	11	10	10	10
Copenhagen	Men	5-9 years	Northern Ireland	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Norway	10	9	9	10	12	12	13	14
Copenhagen	Men	5-9 years	Poland	53	53	52	54	58	54	55	57
Copenhagen	Men	5-9 years	Portugal	4	4	4	4	6	6	7	7
Copenhagen	Men	5-9 years	Romania	6	6	5	5	5	5	7	8
Copenhagen	Men	5-9 years	Russia	16	16	16	20	21	21	22	21
Copenhagen	Men	5-9 years	San Marino	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Switzerland	0	0	1	1	1	1	1	1
Copenhagen	Men	5-9 years	Serbia	0	0	1	1	1	1	1	0
Copenhagen	Men	5-9 years	Serbia and Montenegro	2	3	4	4	4	3	2	2
Copenhagen	Men	5-9 years	Slovakia	1	1	1	1	1	2	2	2
Copenhagen	Men	5-9 years	Slovenia	1	1	1	1	1	1	1	1
Copenhagen	Men	5-9 years	Soviet Union	6	6	7	6	5	4	4	3
Copenhagen	Men	5-9 years	Spain	4	4	5	2	2	3	3	2
Copenhagen	Men	5-9 years	United Kingdom	34	34	35	33	32	33	33	35
Copenhagen	Men	5-9 years	Sweden	23	23	27	28	28	29	28	27
Copenhagen	Men	5-9 years	Czech Republic	2	1	1	2	3	3	2	2
Copenhagen	Men	5-9 years	Czechoslovakia	1	1	1	1	1	1	1	1
Copenhagen	Men	5-9 years	Turkey	344	334	325	316	309	299	289	277
Copenhagen	Men	5-9 years	GDR	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Germany	29	31	29	27	29	31	35	30
Copenhagen	Men	5-9 years	Ukraine	9	9	11	10	12	12	11	11
Copenhagen	Men	5-9 years	Hungary	3	3	2	3	2	3	3	3
Copenhagen	Men	5-9 years	Vatican City State	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Austria	4	6	6	6	6	5	5	5
Copenhagen	Men	5-9 years	Europe not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Algeria	33	33	32	30	29	29	28	28
Copenhagen	Men	5-9 years	Angola	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Benin	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Botswana	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Burkina Faso	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Burundi	2	3	4	7	8	7	7	8
Copenhagen	Men	5-9 years	Cameroon	5	5	5	6	6	7	8	8
Copenhagen	Men	5-9 years	Central African Republic	0	0	0	0	0	0	1	1
Copenhagen	Men	5-9 years	Comoros	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Congo, Democratic Republic	1	1	2	3	3	3	3	3
Copenhagen	Men	5-9 years	Congo, Republic	4	4	5	5	4	4	4	4
Copenhagen	Men	5-9 years	Djibouti	2	2	2	2	2	2	2	2
Copenhagen	Men	5-9 years	Egypt	25	23	20	18	16	14	13	13
Copenhagen	Men	5-9 years	Ivory Coast	4	5	5	5	7	6	6	5
Copenhagen	Men	5-9 years	Eritrea	7	7	8	8	8	9	7	8
Copenhagen	Men	5-9 years	Ethiopia	14	13	13	12	10	10	8	8
Copenhagen	Men	5-9 years	Gabon	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Gambia, The	18	15	15	15	15	16	14	15
Copenhagen	Men	5-9 years	Ghana	16	20	20	22	21	23	20	22
Copenhagen	Men	5-9 years	Guinea	0	0	0	1	1	3	3	3
Copenhagen	Men	5-9 years	Guinea-Bissau	1	1	1	1	1	1	1	0
Copenhagen	Men	5-9 years	Cape Verde	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Kenya	8	8	8	8	9	11	12	11
Copenhagen	Men	5-9 years	Lesotho	1	1	1	1	1	1	1	1
Copenhagen	Men	5-9 years	Liberia	2	2	2	2	2	2	2	2
Copenhagen	Men	5-9 years	Libya	5	4	3	5	7	7	5	5
Copenhagen	Men	5-9 years	Madagascar	1	0	0	0	1	1	1	1
Copenhagen	Men	5-9 years	Malawi	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Mali	1	1	1	0	0	0	1	1
Copenhagen	Men	5-9 years	Morocco	253	258	252	247	245	241	241	246
Copenhagen	Men	5-9 years	Mauritania	1	1	1	1	0	0	0	0
Copenhagen	Men	5-9 years	Mauritius	1	1	1	1	1	1	1	2
Copenhagen	Men	5-9 years	Mozambique	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Namibia	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Niger	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Nigeria	5	6	7	7	8	8	8	9
Copenhagen	Men	5-9 years	Reunion	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Rwanda	0	0	0	0	0	1	1	1
Copenhagen	Men	5-9 years	Sao Tome and Principe	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Senegal	1	1	1	4	4	4	4	4
Copenhagen	Men	5-9 years	Seychelles	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Sierra Leone	2	2	3	3	3	2	3	5
Copenhagen	Men	5-9 years	Somalia	341	336	349	354	351	346	342	341
Copenhagen	Men	5-9 years	Spanish territories in Africa	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Saint Helena	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Sudan	1	1	2	2	2	3	2	2
Copenhagen	Men	5-9 years	Eswantini	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	South Africa	1	1	1	1	2	2	2	2
Copenhagen	Men	5-9 years	South Sudan	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Southwest Africa	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Tanzania	10	8	8	8	9	9	9	10
Copenhagen	Men	5-9 years	Chad	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Togo	3	3	2	2	2	4	6	6
Copenhagen	Men	5-9 years	Tunisia	24	22	22	26	25	24	25	26
Copenhagen	Men	5-9 years	Uganda	5	5	5	5	8	8	8	11
Copenhagen	Men	5-9 years	Zambia	1	1	1	1	1	1	1	1
Copenhagen	Men	5-9 years	Zimbabwe	0	0	0	0	0	1	1	1
Copenhagen	Men	5-9 years	Equatorial Guinea	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Africa not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Canada	1	1	1	1	2	2	2	2
Copenhagen	Men	5-9 years	USA	17	18	20	19	19	17	19	20
Copenhagen	Men	5-9 years	North America not stated	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Antigua and Barbuda	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Argentina	1	1	1	2	3	3	3	3
Copenhagen	Men	5-9 years	Aruba	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Bahamas	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Barbados	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Belize	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Bermuda	0	0	0	0	0	0	0	0
Copenhagen	Men	5-9 years	Bolivia	2	2	2	2	2	2	2	2
